Query Acc.ver,Subject Acc.ver,Per. identity,Alignment Length,Mismatches,Gap Opens,Q. start,Q. end,S. start,S. end,E value,Bit Score
gene1143,CP054425.1,100,246,0,0,1,246,1457469,1457224,2.67E-123,455
gene1144,CP054425.1,100,123,0,0,1,123,1457218,1457096,2.66E-55,228
gene1145,CP054425.1,100,633,0,0,1,633,1456399,1457031,0,1170
gene1146,CP054425.1,100,381,0,0,1,381,1456190,1455810,0,704
gene1147,CP054425.1,100,633,0,0,1,633,1455052,1455684,0,1170
gene1148,CP054425.1,100,1032,0,0,1,1032,1454930,1453899,0,1906
gene1149,CP054425.1,100,558,0,0,1,558,1453801,1453244,0,1031
gene1150,CP054425.1,100,2304,0,0,1,2304,1453082,1450779,0,4255
gene1151,CP054425.1,100,843,0,0,1,843,1450707,1449865,0,1557
gene1152,CP054425.1,100,996,0,0,1,996,1449773,1448778,0,1840
gene1153,CP054425.1,100,3231,0,0,1,3231,1448721,1445491,0,5967
gene1154,CP054425.1,100,963,0,0,1,963,1445160,1444198,0,1779
gene1155,CP054425.1,100,420,0,0,1,420,1444198,1443779,0,776
gene1156,CP054425.1,100,1497,0,0,1,1497,1443782,1442286,0,2765
gene1157,CP054425.1,100,954,0,0,1,954,1442268,1441315,0,1762
gene1158,CP054425.1,100,825,0,0,1,825,1441179,1440355,0,1524
gene1159,CP054425.1,100,987,0,0,1,987,1440367,1439381,0,1823
gene1160,CP054425.1,100,696,0,0,1,696,1439372,1438677,0,1286
gene1161,CP054425.1,100,189,0,0,1,189,1438568,1438380,9.52E-92,350
gene1162,CP054425.1,100,1122,0,0,1,1122,1438096,1436975,0,2073
gene1163,CP054425.1,100,924,0,0,1,924,1435897,1436820,0,1707
gene1164,CP054425.1,100,630,0,0,1,630,1434716,1435345,0,1164
gene1165,CP054425.1,100,1764,0,0,1,1764,1432794,1434557,0,3258
gene1166,CP054425.1,100,1191,0,0,1,1191,1431564,1432754,0,2200
gene1167,CP054425.1,100,198,0,0,1,198,1431548,1431351,1.00E-96,366
gene1168,CP054425.1,100,1470,0,0,1,1470,1430357,1428888,0,2715
gene1169,CP054425.1,100,378,0,0,1,378,1428165,1428542,0,699
gene1170,CP054425.1,100,618,0,0,1,618,1427472,1428089,0,1142
gene1171,CP054425.1,100,288,0,0,1,288,1427304,1427017,1.44E-146,532
gene1172,CP054425.1,100,138,0,0,1,138,1426890,1427027,1.43E-63,255
gene1173,CP054425.1,100,240,0,0,1,240,1426879,1426640,5.62E-120,444
gene1174,CP054425.1,100,1077,0,0,1,1077,1425580,1426656,0,1989
gene1175,CP054425.1,100,429,0,0,1,429,1425382,1424954,0,793
gene1176,CP054425.1,100,363,0,0,1,363,1424526,1424888,0,671
gene1177,CP054425.1,100,234,0,0,1,234,1424232,1423999,1.18E-116,433
gene1178,CP054425.1,100,1617,0,0,1,1617,1422141,1423757,0,2987
gene1179,CP054425.1,100,627,0,0,1,627,1421225,1421851,0,1158
gene1180,CP054425.1,100,159,0,0,1,159,1421035,1421193,3.64E-75,294
gene1181,CP054425.1,100,864,0,0,1,864,1421027,1420164,0,1596
gene1182,CP054425.1,100,618,0,0,1,618,1420025,1419408,0,1142
gene1183,CP054425.1,100,222,0,0,1,222,1419277,1419056,5.20E-110,411
gene1184,CP054425.1,100,147,0,0,1,147,1418746,1418892,1.54E-68,272
gene1185,CP054425.1,100,258,0,0,1,258,1418150,1418407,6.03E-130,477
gene1186,CP054425.1,100,1284,0,0,1,1284,1912228,1910945,0,2372
gene1187,CP054425.1,100,768,0,0,1,768,1910107,1910874,0,1419
gene1188,CP054425.1,100,1314,0,0,1,1314,1908790,1910103,0,2427
gene1189,CP054425.1,100,1758,0,0,1,1758,1908625,1906868,0,3247
gene1190,CP054425.1,100,966,0,0,1,966,1906737,1905772,0,1784
gene1191,CP054425.1,100,942,0,0,1,942,1905772,1904831,0,1740
gene1192,CP054425.1,100,843,0,0,1,843,1904841,1903999,0,1557
gene1193,CP054425.1,100,771,0,0,1,771,1903991,1903221,0,1424
gene1194,CP054425.1,100,957,0,0,1,957,1903125,1902169,0,1768
gene1195,CP054425.1,100,1407,0,0,1,1407,1902097,1900691,0,2599
gene1196,CP054425.1,100,303,0,0,1,303,1900686,1900384,7.00E-155,560
gene1197,CP054425.1,100,606,0,0,1,606,1899852,1899247,0,1120
gene1198,CP054425.1,100,1185,0,0,1,1185,1899155,1897971,0,2189
gene1199,CP054425.1,100,1725,0,0,1,1725,1896107,1897831,0,3186
gene1200,CP054425.1,100,1845,0,0,1,1845,1895837,1893993,0,3408
gene1201,CP054425.1,100,495,0,0,1,495,1893880,1893386,0,915
gene1202,CP054425.1,100,543,0,0,1,543,1893144,1892602,0,1003
gene1203,CP054425.1,100,1461,0,0,1,1461,1890954,1892414,0,2699
gene1204,CP054425.1,100,138,0,0,1,138,1890736,1890873,1.43E-63,255
gene1205,CP054425.1,100,1353,0,0,1,1353,1890720,1889368,0,2499
gene1206,CP054425.1,100,1260,0,0,1,1260,1889148,1887889,0,2327
gene1207,CP054425.1,100,2091,0,0,1,2091,1887730,1885640,0,3862
gene1208,CP054425.1,100,918,0,0,1,918,1885490,1884573,0,1696
gene1209,CP054425.1,100,681,0,0,1,681,1884529,1883849,0,1258
gene1210,CP054425.1,100,1512,0,0,1,1512,1883791,1882280,0,2793
gene1211,CP054425.1,100,195,0,0,1,195,1882129,1881935,4.57E-95,361
gene1212,CP054425.1,100,261,0,0,1,261,1881571,1881831,1.31E-131,483
gene1213,CP054425.1,100,2199,0,0,1,2199,1879193,1881391,0,4061
gene1214,CP054425.1,100,117,0,0,1,117,1879216,1879100,5.36E-52,217
gene1215,CP054425.1,100,876,0,0,1,876,1878990,1878115,0,1618
gene1216,CP054425.1,100,1077,0,0,1,1077,1876952,1878028,0,1989
gene1218,CP054425.1,100,774,0,0,1,774,1876417,1875644,0,1430
gene1219,CP054425.1,100,1155,0,0,1,1155,1875647,1874493,0,2134
gene1220,CP054425.1,100,1572,0,0,1,1572,1874481,1872910,0,2904
gene1221,CP054425.1,100,2148,0,0,1,2148,1870779,1872926,0,3967
gene1222,CP054425.1,100,993,0,0,1,993,1870606,1869614,0,1834
gene1223,CP054425.1,100,507,0,0,1,507,1869491,1868985,0,937
gene1224,CP054425.1,100,1140,0,0,1,1140,1868962,1867823,0,2106
gene1225,CP054425.1,100,429,0,0,1,429,1867814,1867386,0,793
gene1226,CP054425.1,100,711,0,0,1,711,1866629,1867339,0,1314
gene1227,CP054425.1,100,480,0,0,1,480,1866153,1866632,0,887
gene1228,CP054425.1,100,303,0,0,1,303,1866140,1865838,7.00E-155,560
gene1229,CP054425.1,100,156,0,0,1,156,1865605,1865760,1.65E-73,289
gene1230,CP054425.1,100,468,0,0,1,468,1864596,1865063,0,865
gene1231,CP054425.1,100,756,0,0,1,756,1863549,1864304,0,1397
gene1232,CP054425.1,100,1146,0,0,1,1146,1862401,1863546,0,2117
gene1233,CP054425.1,100,192,0,0,1,192,1862202,1862393,2.08E-93,355
gene1234,CP054425.1,100,330,0,0,1,330,1861909,1862238,7.55E-170,610
gene1235,CP054425.1,100,168,0,0,1,168,1861533,1861700,3.88E-80,311
gene1236,CP054425.1,100,123,0,0,1,123,1861411,1861533,2.66E-55,228
gene1237,CP054425.1,100,258,0,0,1,258,1861104,1861361,6.03E-130,477
gene1238,CP054425.1,100,306,0,0,1,306,1860672,1860977,1.52E-156,566
gene1239,CP054425.1,100,171,0,0,1,171,1860283,1860453,8.52E-82,316
gene1240,CP054425.1,100,141,0,0,1,141,1859972,1860112,3.16E-65,261
gene1241,CP054425.1,100,720,0,0,1,720,1859774,1859055,0,1330
gene1242,CP054425.1,100,126,0,0,1,126,1858859,1858734,5.91E-57,233
gene1243,CP054425.1,100,924,0,0,1,924,1858717,1857794,0,1707
gene1244,CP054425.1,100,147,0,0,1,147,1857437,1857583,1.54E-68,272
gene1245,CP054425.1,100,1959,0,0,1,1959,1857418,1855460,0,3618
gene1246,CP054425.1,100,1569,0,0,1,1569,1855269,1853701,0,2898
gene1247,CP054425.1,100,1269,0,0,1,1269,1852058,1853326,0,2344
gene1248,CP054425.1,100,1038,0,0,1,1038,1850994,1852031,0,1917
gene1249,CP054425.1,100,1512,0,0,1,1512,1849361,1850872,0,2793
gene1250,CP054425.1,100,114,0,0,1,114,1849387,1849274,2.40E-50,211
gene1251,CP054425.1,100,786,0,0,1,786,1848374,1849159,0,1452
gene1252,CP054425.1,100,750,0,0,1,750,1847628,1848377,0,1386
gene1253,CP054425.1,100,201,0,0,1,201,1847597,1847397,2.19E-98,372
gene1254,CP054425.1,100,864,0,0,1,864,1846517,1847380,0,1596
gene1255,CP054425.1,100,180,0,0,1,180,1846531,1846352,9.02E-87,333
gene1256,CP054425.1,100,426,0,0,1,426,1845886,1846311,0,787
gene1257,CP054425.1,100,1374,0,0,1,1374,1844394,1845767,0,2538
gene1258,CP054425.1,100,1485,0,0,1,1485,1842870,1844354,0,2743
gene1259,CP054425.1,100,159,0,0,1,159,1842863,1842705,3.64E-75,294
gene1260,CP054425.1,100,1653,0,0,1,1653,1842705,1841053,0,3053
gene1261,CP054425.1,100,219,0,0,1,219,1841056,1840838,2.38E-108,405
gene1262,CP054425.1,100,333,0,0,1,333,1840509,1840841,1.64E-171,616
gene1263,CP054425.1,100,270,0,0,1,270,1840058,1839789,1.36E-136,499
gene1264,CP054425.1,100,1143,0,0,1,1143,1839780,1838638,0,2111
gene1265,CP054425.1,100,564,0,0,1,564,1838044,1838607,0,1042
gene1266,CP054425.1,100,660,0,0,1,660,1837353,1838012,0,1219
gene1267,CP054425.1,100,1371,0,0,1,1371,1835986,1837356,0,2532
gene1268,CP054425.1,100,1299,0,0,1,1299,1834715,1836013,0,2399
gene1269,CP054425.1,100,3735,0,0,1,3735,1830843,1834577,0,6898
gene1270,CP054425.1,100,753,0,0,1,753,1829883,1830635,0,1391
gene1271,CP054425.1,100,366,0,0,1,366,1829560,1829195,0,676
gene1272,CP054425.1,100,1431,0,0,1,1431,1827752,1829182,0,2643
gene1273,CP054425.1,100,1191,0,0,1,1191,1827378,1826188,0,2200
gene1274,CP054425.1,100,1161,0,0,1,1161,1826091,1824931,0,2145
gene1275,CP054425.1,100,1026,0,0,1,1026,1823759,1824784,0,1895
gene1277,CP054425.1,100,1062,0,0,1,1062,1823222,1822161,0,1962
gene1278,CP054425.1,100,999,0,0,1,999,1820152,1819154,0,1845
gene1279,CP054425.1,100,435,0,0,1,435,1819136,1818702,0,804
gene1280,CP054425.1,100,360,0,0,1,360,1818705,1818346,0,665
gene1281,CP054425.1,100,168,0,0,1,168,1818102,1818269,3.88E-80,311
gene1282,CP054425.1,100,894,0,0,1,894,1817121,1818014,0,1652
gene1283,CP054425.1,100,155,0,0,1,155,1816945,1816791,8.40E-73,287
gene1284,CP054425.1,100,336,0,0,1,336,1816649,1816314,3.56E-173,621
gene1285,CP054425.1,100,132,0,0,1,132,1815868,1815999,2.91E-60,244
gene1286,CP054425.1,100,309,0,0,1,309,1815712,1815404,3.31E-158,571
gene1287,CP054425.1,100,438,0,0,1,438,1815365,1814928,0,809
gene1288,CP054425.1,100,2124,0,0,1,2124,1814895,1812772,0,3923
gene1289,CP054425.1,100,132,0,0,1,132,1812564,1812695,2.91E-60,244
gene1290,CP054425.1,100,1200,0,0,1,1200,1812599,1811400,0,2217
gene1291,CP054425.1,100,732,0,0,1,732,1811182,1810451,0,1352
gene1292,CP054425.1,100,699,0,0,1,699,1810194,1809496,0,1291
gene1293,CP054425.1,100,123,0,0,1,123,1809283,1809405,2.66E-55,228
gene1294,CP054425.1,100,1017,0,0,1,1017,1809278,1808262,0,1879
gene1295,CP054425.1,100,495,0,0,1,495,1807683,1808177,0,915
gene1296,CP054425.1,100,366,0,0,1,366,1807243,1807608,0,676
gene1297,CP054425.1,100,537,0,0,1,537,1806707,1807243,0,992
gene1298,CP054425.1,100,1044,0,0,1,1044,1806369,1805326,0,1929
gene1299,CP054425.1,100,534,0,0,1,534,1804584,1805117,0,987
gene1300,CP054425.1,100,219,0,0,1,219,1804351,1804569,2.38E-108,405
gene1301,CP054425.1,100,735,0,0,1,735,1090650,1089916,0,1358
gene1302,CP054425.1,100,636,0,0,1,636,1091039,1091674,0,1175
gene1303,CP054425.1,100,186,0,0,1,186,1091664,1091849,4.34E-90,344
gene1304,CP054425.1,100,384,0,0,1,384,1091902,1092285,0,710
gene1305,CP054425.1,100,927,0,0,1,927,1092400,1093326,0,1712
gene1306,CP054425.1,100,840,0,0,1,840,1093574,1094413,0,1552
gene1307,CP054425.1,100,915,0,0,1,915,1094432,1095346,0,1690
gene1308,CP054425.1,100,627,0,0,1,627,1095449,1096075,0,1158
gene1309,CP054425.1,100,828,0,0,1,828,1096207,1097034,0,1530
gene1310,CP054425.1,100,1281,0,0,1,1281,1097094,1098374,0,2366
gene1311,CP054425.1,100,1632,0,0,1,1632,1098462,1100093,0,3014
gene1312,CP054425.1,100,894,0,0,1,894,1100097,1100990,0,1652
gene1313,CP054425.1,100,1260,0,0,1,1260,1100981,1102240,0,2327
gene1314,CP054425.1,100,1905,0,0,1,1905,1102457,1104361,0,3518
gene1315,CP054425.1,100,465,0,0,1,465,1104472,1104936,0,859
gene1316,CP054425.1,100,981,0,0,1,981,1104995,1105975,0,1812
gene1317,CP054425.1,100,852,0,0,1,852,1106134,1106985,0,1574
gene1318,CP054425.1,100,222,0,0,1,222,1107107,1107328,5.20E-110,411
gene1319,CP054425.1,100,2859,0,0,1,2859,1110439,1107581,0,5280
gene1320,CP054425.1,100,813,0,0,1,813,1111248,1110436,0,1502
gene1321,CP054425.1,100,1230,0,0,1,1230,1111211,1112440,0,2272
gene1322,CP054425.1,100,1641,0,0,1,1641,1112694,1114334,0,3031
gene1323,CP054425.1,100,927,0,0,1,927,1114635,1115561,0,1712
gene1324,CP054425.1,100,1005,0,0,1,1005,1115582,1116586,0,1857
gene1325,CP054425.1,100,2010,0,0,1,2010,1116609,1118618,0,3712
gene1326,CP054425.1,100,861,0,0,1,861,1119788,1118928,0,1591
gene1327,CP054425.1,100,846,0,0,1,846,1119913,1120758,0,1563
gene1328,CP054425.1,100,759,0,0,1,759,1120774,1121532,0,1402
gene1329,CP054425.1,100,1275,0,0,1,1275,1121522,1122796,0,2355
gene1330,CP054425.1,100,420,0,0,1,420,1123173,1123592,0,776
gene1331,CP054425.1,100,582,0,0,1,582,1123628,1124209,0,1075
gene1332,CP054425.1,100,2553,0,0,1,2553,1124274,1126826,0,4715
gene1333,CP054425.1,100,2700,0,0,1,2700,1126947,1129646,0,4987
gene1334,CP054425.1,100,348,0,0,1,348,1129807,1130154,7.90E-180,643
gene1335,CP054425.1,100,492,0,0,1,492,1130154,1130645,0,909
gene1336,CP054425.1,100,525,0,0,1,525,1131230,1130706,0,970
gene1337,CP054425.1,100,1584,0,0,1,1584,1132810,1131227,0,2926
gene1338,CP054425.1,100,651,0,0,1,651,1133549,1132899,0,1203
gene1339,CP054425.1,100,120,0,0,1,120,1133700,1133581,1.19E-53,222
gene1340,CP054425.1,100,123,0,0,1,123,1133675,1133797,2.66E-55,228
gene1341,CP054425.1,100,903,0,0,1,903,1133890,1134792,0,1668
gene1342,CP054425.1,100,810,0,0,1,810,1134932,1135741,0,1496
gene1343,CP054425.1,100,738,0,0,1,738,1136511,1135774,0,1363
gene1344,CP054425.1,100,1455,0,0,1,1455,1136646,1138100,0,2687
gene1345,CP054425.1,100,987,0,0,1,987,1138111,1139097,0,1823
gene1346,CP054425.1,100,750,0,0,1,750,1139880,1139131,0,1386
gene1347,CP054425.1,100,114,0,0,1,114,1140053,1139940,2.40E-50,211
gene1348,CP054425.1,100,2796,0,0,1,2796,1140217,1143012,0,5164
gene1349,CP054425.1,100,651,0,0,1,651,1143177,1143827,0,1203
gene1350,CP054425.1,100,534,0,0,1,534,1143839,1144372,0,987
gene1351,CP054425.1,100,516,0,0,1,516,1144432,1144947,0,953
gene1352,CP054425.1,100,153,0,0,1,153,1145140,1145292,7.50E-72,283
gene1353,CP054425.1,100,1257,0,0,1,1257,1145530,1146786,0,2322
gene1354,CP054425.1,100,450,0,0,1,450,1146933,1147382,0,832
gene1355,CP054425.1,100,114,0,0,1,114,1147823,1147936,2.40E-50,211
gene1356,CP054425.1,100,663,0,0,1,663,1148239,1148901,0,1225
gene1357,CP054425.1,100,2865,0,0,1,2865,1149093,1151957,0,5291
gene1358,CP054425.1,100,675,0,0,1,675,1152758,1152084,0,1247
gene1359,CP054425.1,100,1047,0,0,1,1047,1152946,1153992,0,1934
gene1360,CP054425.1,100,657,0,0,1,657,1154645,1153989,0,1214
gene1361,CP054425.1,100,651,0,0,1,651,1154757,1155407,0,1203
gene1362,CP054425.1,100,2301,0,0,1,2301,1157751,1155451,0,4250
gene1363,CP054425.1,100,1083,0,0,1,1083,1158950,1157868,0,2001
gene1364,CP054425.1,100,123,0,0,1,123,1159179,1159057,2.66E-55,228
gene1365,CP054425.1,100,432,0,0,1,432,1159388,1159819,0,798
gene1366,CP054425.1,100,1395,0,0,1,1395,1160022,1161416,0,2577
gene1367,CP054425.1,100,2316,0,0,1,2316,1161474,1163789,0,4277
gene1368,CP054425.1,100,1230,0,0,1,1230,1163956,1165185,0,2272
gene1369,CP054425.1,100,963,0,0,1,963,1165262,1166224,0,1779
gene1370,CP054425.1,100,4734,0,0,1,4734,1166240,1170973,0,8743
gene1371,CP054425.1,100,789,0,0,1,789,1171772,1170984,0,1458
gene1372,CP054425.1,100,2730,0,0,1,2730,1174646,1171917,0,5042
gene1373,CP054425.1,100,1269,0,0,1,1269,1174897,1176165,0,2344
gene1374,CP054425.1,100,1008,0,0,1,1008,1177182,1176175,0,1862
gene1375,CP054425.1,100,363,0,0,1,363,1177356,1177718,0,671
gene1376,CP054425.1,100,477,0,0,1,477,1177718,1178194,0,881
gene1377,CP054425.1,100,2334,0,0,1,2334,1178317,1180650,0,4311
gene1378,CP054425.1,100,540,0,0,1,540,1181282,1180743,0,998
gene1379,CP054425.1,100,405,0,0,1,405,1181802,1181398,0,749
gene1380,CP054425.1,100,1314,0,0,1,1314,1182137,1183450,0,2427
gene1381,CP054425.1,100,846,0,0,1,846,1183508,1184353,0,1563
gene1382,CP054425.1,100,636,0,0,1,636,1186135,1185500,0,1175
gene1383,CP054425.1,100,1470,0,0,1,1470,1187871,1186402,0,2715
gene1384,CP054425.1,100,1204,0,0,114,1317,1189186,1187983,0,2224
gene1385,CP054425.1,100,618,0,0,1,618,1189403,1190020,0,1142
gene1386,CP054425.1,100,123,0,0,1,123,1191866,1191988,2.66E-55,228
gene1387,CP054425.1,100,1260,0,0,1,1260,1192073,1193332,0,2327
gene1388,CP054425.1,100,114,0,0,1,114,1193929,1193816,2.40E-50,211
gene1389,CP054425.1,100,114,0,0,1,114,464394,464281,2.40E-50,211
gene1390,CP054425.1,100,1116,0,0,1,1116,463157,464272,0,2061
gene1391,CP054425.1,100,807,0,0,1,807,462224,463030,0,1491
gene1392,CP054425.1,100,840,0,0,1,840,461260,462099,0,1552
gene1393,CP054425.1,100,366,0,0,1,366,460728,461093,0,676
gene1394,CP054425.1,100,1791,0,0,1,1791,459985,458195,0,3308
gene1395,CP054425.1,100,1425,0,0,1,1425,458176,456752,0,2632
gene1396,CP054425.1,100,1698,0,0,1,1698,454650,456347,0,3136
gene1397,CP054425.1,100,198,0,0,1,198,454598,454401,1.00E-96,366
gene1400,CP054425.1,100,1002,0,0,1,1002,453928,452927,0,1851
gene1401,CP054425.1,100,1281,0,0,1,1281,451564,452844,0,2366
gene1402,CP054425.1,100,1197,0,0,1,1197,450318,451514,0,2211
gene1403,CP054425.1,100,201,0,0,1,201,450293,450093,2.19E-98,372
gene1404,CP054425.1,100,1305,0,0,1,1305,448826,450130,0,2410
gene1406,CP054425.1,100,759,0,0,1,759,447684,448442,0,1402
gene1407,CP054425.1,100,765,0,0,1,765,446877,447641,0,1413
gene1408,CP054425.1,100,150,0,0,1,150,446584,446733,3.40E-70,278
gene1409,CP054425.1,100,162,0,0,1,162,446406,446567,8.02E-77,300
gene1410,CP054425.1,100,1323,0,0,1,1323,443617,444939,0,2444
gene1411,CP054425.1,100,627,0,0,1,627,443523,442897,0,1158
gene1412,CP054425.1,100,432,0,0,1,432,442398,442829,0,798
gene1413,CP054425.1,100,1011,0,0,1,1011,442227,441217,0,1868
gene1414,CP054425.1,100,294,0,0,1,294,440882,441175,6.81E-150,544
gene1415,CP054425.1,100,405,0,0,1,405,440535,440131,0,749
gene1416,CP054425.1,100,231,0,0,1,231,439896,440126,5.41E-115,427
gene1417,CP054425.1,100,612,0,0,1,612,439856,439245,0,1131
gene1418,CP054425.1,100,630,0,0,1,630,439156,438527,0,1164
gene1419,CP054425.1,100,195,0,0,1,195,438438,438244,4.57E-95,361
gene1420,CP054425.1,100,750,0,0,1,750,438102,437353,0,1386
gene1421,CP054425.1,100,1914,0,0,1,1914,437174,435261,0,3535
gene1422,CP054425.1,100,555,0,0,1,555,435244,434690,0,1026
gene1423,CP054425.1,100,279,0,0,1,279,434535,434257,1.40E-141,516
gene1424,CP054425.1,100,420,0,0,1,420,434247,433828,0,776
gene1425,CP054425.1,100,2277,0,0,1,2277,431499,433775,0,4205
gene1426,CP054425.1,100,714,0,0,1,714,430738,431451,0,1319
gene1427,CP054425.1,100,1653,0,0,1,1653,430504,428852,0,3053
gene1428,CP054425.1,100,936,0,0,1,936,427898,428833,0,1729
gene1429,CP054425.1,100,1635,0,0,1,1635,427602,425968,0,3020
gene1430,CP054425.1,100,1110,0,0,1,1110,425891,424782,0,2050
gene1431,CP054425.1,100,468,0,0,1,468,424223,424690,0,865
gene1432,CP054425.1,100,1191,0,0,1,1191,423032,424222,0,2200
gene1433,CP054425.1,100,615,0,0,1,615,422385,422999,0,1136
gene1434,CP054425.1,100,639,0,0,1,639,421747,422385,0,1181
gene1435,CP054425.1,100,612,0,0,1,612,421776,421165,0,1131
gene1436,CP054425.1,100,1395,0,0,1,1395,419651,421045,0,2577
gene1437,CP054425.1,100,786,0,0,1,786,418869,419654,0,1452
gene1438,CP054425.1,100,462,0,0,1,462,418579,418118,0,854
gene1439,CP054425.1,100,234,0,0,1,234,418097,417864,1.18E-116,433
gene1440,CP054425.1,100,615,0,0,1,615,417841,417227,0,1136
gene1441,CP054425.1,100,1218,0,0,1,1218,416732,415515,0,2250
gene1442,CP054425.1,100,192,0,0,1,192,414955,415146,2.08E-93,355
gene1443,CP054425.1,100,1080,0,0,1,1080,413728,414807,0,1995
gene1444,CP054425.1,100,864,0,0,1,864,412797,413660,0,1596
gene1445,CP054425.1,100,1815,0,0,1,1815,410290,412104,0,3352
gene1446,CP054425.1,100,258,0,0,1,258,410066,410323,6.03E-130,477
gene1447,CP054425.1,100,2271,0,0,1,2271,407786,410056,0,4194
gene1448,CP054425.1,100,579,0,0,1,579,407144,407722,0,1070
gene1449,CP054425.1,100,780,0,0,1,780,406068,406847,0,1441
gene1450,CP054425.1,100,1002,0,0,1,1002,405013,406014,0,1851
gene1451,CP054425.1,100,954,0,0,1,954,404063,405016,0,1762
gene1452,CP054425.1,100,1134,0,0,1,1134,402726,403859,0,2095
gene1453,CP054425.1,100,705,0,0,1,705,401785,402489,0,1303
gene1454,CP054425.1,100,1380,0,0,1,1380,400222,401601,0,2549
gene1455,CP054425.1,100,1278,0,0,1,1278,398796,400073,0,2361
gene1456,CP054425.1,100,714,0,0,1,714,397789,398502,0,1319
gene1457,CP054425.1,100,1233,0,0,1,1233,396436,397668,0,2278
gene1458,CP054425.1,100,135,0,0,1,135,396462,396328,6.45E-62,250
gene1459,CP054425.1,100,1089,0,0,1,1089,395219,396307,0,2012
gene1460,CP054425.1,100,1344,0,0,1,1344,393659,395002,0,2483
gene1461,CP054425.1,100,1560,0,0,1,1560,391985,393544,0,2881
gene1462,CP054425.1,100,660,0,0,1,660,391178,391837,0,1219
gene1463,CP054425.1,100,792,0,0,1,792,390359,391150,0,1463
gene1464,CP054425.1,100,981,0,0,1,981,389215,390195,0,1812
gene1465,CP054425.1,100,1647,0,0,1,1647,387468,389114,0,3042
gene1466,CP054425.1,100,816,0,0,1,816,387394,386579,0,1507
gene1467,CP054425.1,100,582,0,0,1,582,385974,386555,0,1075
gene1468,CP054425.1,100,1743,0,0,1,1743,383979,385721,0,3219
gene1469,CP054425.1,100,1887,0,0,1,1887,382064,383950,0,3485
gene1470,CP054425.1,100,855,0,0,1,855,381190,382044,0,1580
gene1471,CP054425.1,100,1266,0,0,1,1266,379167,380432,0,2338
gene1472,CP054425.1,100,2622,0,0,1,2622,376402,379023,0,4843
gene1473,CP054425.1,100,177,0,0,1,177,376114,376290,4.11E-85,327
gene1474,CP054425.1,100,1017,0,0,1,1017,375725,374709,0,1879
gene1475,CP054425.1,100,1284,0,0,1,1284,374489,373206,0,2372
gene1476,CP054425.1,100,1071,0,0,1,1071,372117,373187,0,1978
gene1477,CP054425.1,100,186,0,0,1,186,371553,371738,4.34E-90,344
gene1478,CP054425.1,100,165,0,0,1,165,371392,371556,1.76E-78,305
gene1479,CP054425.1,99.524,210,1,0,1,210,371152,370943,1.06E-101,383
gene1480,CP054425.1,100,225,0,0,1,225,370303,370527,1.14E-111,416
gene1484,CP054425.1,100,168,0,0,1,168,369422,369255,3.88E-80,311
gene1485,CP054425.1,100,534,0,0,1,534,368779,368246,0,987
gene1486,CP054425.1,100,1413,0,0,1,1413,367930,366518,0,2610
gene1487,CP054425.1,100,750,0,0,1,750,366445,365696,0,1386
gene1488,CP054425.1,100,1434,0,0,1,1434,365577,364144,0,2649
gene1489,CP054425.1,100,141,0,0,1,141,364115,363975,3.16E-65,261
gene1490,CP054425.1,100,819,0,0,1,819,363990,363172,0,1513
gene1491,CP054425.1,100,1032,0,0,1,1032,362102,363133,0,1906
gene1492,CP054425.1,100,2340,0,0,1,2340,2512114,2514453,0,4322
gene1493,CP054425.1,100,2691,0,0,1,2691,2509427,2512117,0,4970
gene1494,CP054425.1,100,765,0,0,1,765,2508301,2509065,0,1413
gene1495,CP054425.1,100,378,0,0,1,378,2507741,2508118,0,699
gene1496,CP054425.1,100,699,0,0,1,699,2507634,2506936,0,1291
gene1497,CP054425.1,100,1347,0,0,1,1347,2506551,2505205,0,2488
gene1498,CP054425.1,100,1017,0,0,1,1017,2503934,2504950,0,1879
gene1499,CP054425.1,100,855,0,0,1,855,2503551,2502697,0,1580
gene1500,CP054425.1,100,843,0,0,1,843,2502697,2501855,0,1557
gene1501,CP054425.1,100,636,0,0,1,636,2501661,2501026,0,1175
gene1502,CP054425.1,100,1551,0,0,1,1551,2499328,2500878,0,2865
gene1503,CP054425.1,100,702,0,0,1,702,2499150,2498449,0,1297
gene1504,CP054425.1,100,3582,0,0,1,3582,2498321,2494740,0,6615
gene1505,CP054425.1,100,288,0,0,1,288,2494442,2494729,1.44E-146,532
gene1506,CP054425.1,100,1413,0,0,1,1413,2494441,2493029,0,2610
gene1507,CP054425.1,100,531,0,0,1,531,2492885,2492355,0,981
gene1508,CP054425.1,100,1872,0,0,1,1872,2492120,2490249,0,3458
gene1509,CP054425.1,100,1824,0,0,1,1824,2490159,2488336,0,3369
gene1510,CP054425.1,100,954,0,0,1,954,2487231,2488184,0,1762
gene1511,CP054425.1,100,1011,0,0,1,1011,2486613,2485603,0,1868
gene1512,CP054425.1,100,186,0,0,1,186,2485391,2485576,4.34E-90,344
gene1513,CP054425.1,100,627,0,0,1,627,2484582,2485208,0,1158
gene1514,CP054425.1,100,1866,0,0,1,1866,2484244,2482379,0,3446
gene1515,CP054425.1,100,297,0,0,1,297,2481962,2481666,1.48E-151,549
gene1516,CP054425.1,100,117,0,0,1,117,2481652,2481536,5.36E-52,217
